Time (sec),Rotation_X (deg),Height_Z (mm)
34.467,-3.578,-6.410
34.500,-3.578,-6.410
34.533,-3.578,-6.410
34.567,-3.578,-6.410
34.600,-3.593,-6.440
34.633,-3.604,-6.149
34.667,-3.604,-6.149
34.700,-3.604,-6.149
34.733,-3.604,-6.149
34.767,-3.623,-6.212
34.800,-3.623,-6.212
34.833,-3.623,-6.212
34.867,-3.623,-6.212
34.900,-3.623,-6.212
34.933,-3.623,-6.212
34.967,-3.646,-6.279
35.000,-3.665,-6.345
35.033,-3.665,-6.345
35.067,-3.665,-6.345
35.100,-3.665,-6.345
35.133,-3.692,-6.406
35.167,-3.712,-6.461
35.200,-3.712,-6.461
35.233,-3.734,-6.507
35.267,-3.734,-6.507
35.300,-3.734,-6.507
35.333,-3.734,-6.507
35.367,-3.734,-6.507
35.400,-3.755,-6.561
35.433,-3.776,-6.612
35.467,-3.793,-6.664
35.500,-3.816,-6.710
35.533,-3.816,-6.710
35.567,-3.816,-6.710
35.600,-3.845,-6.757
35.633,-3.845,-6.757
35.667,-3.845,-6.757
35.700,-3.845,-6.757
35.733,-3.862,-6.806
35.767,-3.862,-6.806
35.800,-3.883,-6.850
35.833,-3.883,-6.850
35.867,-3.883,-6.850
35.900,-3.904,-6.902
35.933,-3.926,-6.950
35.967,-3.926,-6.950
36.000,-3.958,-6.995
36.033,-3.977,-7.041
36.067,-3.977,-7.041
36.100,-3.977,-7.041
36.133,-3.996,-7.079
36.167,-3.996,-7.079
36.200,-4.023,-7.119
36.233,-4.023,-7.119
36.267,-4.045,-7.161
36.300,-4.067,-7.203
36.333,-4.067,-7.203
36.367,-4.067,-7.203
36.400,-4.092,-7.243
36.433,-4.092,-7.243
36.467,-4.092,-7.243
36.500,-4.092,-7.243
36.533,-4.118,-7.282
36.567,-4.118,-7.282
36.600,-4.118,-7.282
36.633,-4.118,-7.282
36.667,-4.118,-7.282
36.700,-4.145,-7.322
36.733,-4.145,-7.322
36.767,-4.145,-7.322
36.800,-4.145,-7.322
36.833,-4.145,-7.322
36.867,-4.145,-7.322
36.900,-4.145,-7.322
36.933,-4.145,-7.322
36.967,-4.145,-7.322
37.000,-4.182,-7.377
37.033,-4.182,-7.377
37.067,-4.182,-7.377
37.100,-4.182,-7.377
37.133,-4.182,-7.377
37.167,-4.182,-7.377
37.200,-4.222,-7.449
37.233,-4.222,-7.449
37.267,-4.259,-7.510
37.300,-4.289,-7.565
37.333,-4.289,-7.565
37.367,-4.289,-7.565
37.400,-4.289,-7.565
37.433,-4.289,-7.565
37.467,-4.289,-7.565
37.500,-4.289,-7.565
37.533,-4.289,-7.565
37.567,-4.326,-7.622
37.633,-4.326,-7.622
37.667,-4.364,-7.680
37.700,-4.364,-7.680
37.733,-4.364,-7.680
37.767,-4.364,-7.680
37.800,-4.364,-7.680
37.833,-4.398,-7.739
37.867,-4.435,-7.786
37.900,-4.435,-7.786
37.933,-4.435,-7.786
37.967,-4.435,-7.786
38.000,-4.435,-7.786
38.033,-4.435,-7.786
38.067,-4.435,-7.786
38.100,-4.435,-7.786
38.133,-4.476,-7.845
38.167,-4.476,-7.845
38.200,-4.476,-7.845
38.233,-4.476,-7.845
38.267,-4.476,-7.845
38.300,-4.525,-7.922
38.333,-4.525,-7.922
38.367,-4.525,-7.922
38.400,-4.569,-7.994
38.433,-4.569,-7.994
38.467,-4.569,-7.994
38.500,-4.569,-7.994
38.533,-4.610,-8.061
38.567,-4.610,-8.061
38.600,-4.648,-8.122
38.633,-4.648,-8.122
38.667,-4.648,-8.122
38.700,-4.679,-8.184
38.800,-4.679,-8.184
38.833,-4.679,-8.184
38.867,-4.715,-8.241
38.900,-4.715,-8.241
38.933,-4.715,-8.241
38.967,-4.715,-8.241
39.000,-4.715,-8.241
39.033,-4.740,-8.299
39.067,-4.740,-8.299
39.100,-4.765,-8.347
39.133,-4.765,-8.347
39.167,-4.765,-8.347
39.200,-4.765,-8.347
39.233,-4.765,-8.347
39.267,-4.765,-8.347
39.300,-4.792,-8.397
39.333,-4.816,-8.442
39.367,-4.816,-8.442
39.400,-4.816,-8.442
39.433,-4.816,-8.442
39.467,-4.816,-8.442
39.500,-4.816,-8.442
39.533,-4.833,-8.486
39.567,-4.833,-8.486
39.600,-4.833,-8.486
39.633,-4.833,-8.486
39.667,-4.850,-8.527
39.700,-4.866,-8.564
39.733,-4.880,-8.597
39.767,-4.880,-8.597
39.800,-4.880,-8.597
39.833,-4.880,-8.597
39.867,-4.880,-8.597
39.900,-4.890,-8.634
39.933,-4.899,-8.666
39.967,-4.907,-8.695
40.000,-4.916,-8.724
40.033,-4.926,-8.747
40.067,-4.933,-8.771
40.100,-4.933,-8.771
40.133,-4.937,-8.797
40.167,-4.938,-8.820
40.200,-4.938,-8.820
40.233,-4.938,-8.842
40.267,-4.938,-8.842
40.300,-4.941,-8.858
40.333,-4.943,-8.873
40.367,-4.943,-8.873
40.400,-4.944,-8.888
40.433,-4.944,-8.888
40.467,-4.944,-8.888
40.500,-4.944,-8.888
40.533,-4.942,-8.903
40.567,-4.942,-8.917
40.600,-4.942,-8.917
40.633,-4.942,-8.917
40.667,-4.942,-8.917
40.700,-4.943,-8.929
40.733,-4.943,-8.929
40.767,-4.940,-8.943
40.800,-4.933,-8.960
40.833,-4.933,-8.960
40.867,-4.933,-8.960
40.900,-4.933,-8.960
40.933,-4.933,-8.960
40.967,-4.933,-8.960
41.000,-4.933,-8.960
41.033,-4.933,-8.960
41.067,-4.926,-8.969
41.100,-5.060,-9.062
41.133,-5.060,-9.062
41.167,-5.060,-9.062
41.200,-5.060,-9.062
41.233,-5.060,-9.062
41.267,-5.060,-9.062
41.300,-5.035,-9.057
41.333,-5.010,-9.052
41.367,-4.989,-9.047
41.400,-4.969,-9.044
41.433,-4.969,-9.044
41.467,-4.950,-9.039
41.500,-4.936,-9.028
41.533,-4.921,-9.018
41.567,-4.921,-9.018
41.600,-4.921,-9.018
41.633,-4.907,-9.010
41.667,-4.894,-9.002
41.700,-4.894,-9.002
41.767,-4.894,-9.002
41.900,-4.894,-9.002
41.933,-4.880,-8.993
41.967,-4.880,-8.993
42.100,-4.880,-8.993
42.133,-4.880,-8.993
42.167,-4.870,-8.980
42.200,-4.870,-8.980
42.233,-4.858,-8.973
42.267,-4.858,-8.973
42.300,-4.851,-8.963
42.333,-4.843,-8.954
42.367,-4.843,-8.954
42.400,-4.838,-8.944
42.433,-4.838,-8.944
42.467,-4.830,-8.937
42.500,-4.830,-8.937
42.567,-4.823,-8.932
42.600,-4.818,-8.925
42.633,-4.818,-8.925
42.700,-4.818,-8.925
42.733,-4.818,-8.925
42.767,-4.818,-8.925
42.800,-4.818,-8.925
42.833,-4.818,-8.911
42.867,-4.818,-8.911
42.900,-4.818,-8.911
42.933,-4.818,-8.911
42.967,-4.818,-8.911
43.000,-4.818,-8.911
43.033,-4.818,-8.911
43.067,-4.818,-8.911
43.100,-4.818,-8.898
43.133,-4.818,-8.898
43.167,-4.818,-8.898
43.200,-4.822,-8.883
43.233,-4.826,-8.866
43.267,-4.826,-8.866
43.300,-4.829,-8.855
43.333,-4.835,-8.838
43.367,-4.835,-8.838
43.400,-4.835,-8.838
43.433,-4.841,-8.818
43.467,-4.841,-8.818
43.500,-4.841,-8.818
43.533,-4.841,-8.818
43.567,-4.841,-8.818
43.600,-4.841,-8.818
43.633,-4.841,-8.818
43.667,-4.841,-8.818
43.700,-4.841,-8.818
43.733,-4.840,-8.795
43.767,-4.840,-8.795
43.800,-4.840,-8.795
43.833,-4.839,-8.770
43.867,-4.839,-8.770
43.900,-4.839,-8.770
43.933,-4.839,-8.770
43.967,-4.845,-8.744
44.000,-4.845,-8.744
44.033,-4.845,-8.744
44.067,-4.846,-8.722
44.100,-4.844,-8.703
44.133,-4.827,-8.389
44.167,-4.827,-8.389
44.200,-4.827,-8.389
44.233,-4.827,-8.389
44.267,-4.827,-8.389
44.300,-4.827,-8.389
44.333,-4.827,-8.389
44.367,-4.827,-8.389
44.400,-4.827,-8.389
44.433,-4.827,-8.389
44.467,-4.827,-8.389
44.500,-4.835,-8.392
44.533,-4.845,-8.395
44.567,-4.845,-8.395
44.633,-4.845,-8.395
44.667,-4.845,-8.395
44.700,-4.845,-8.395
44.733,-4.845,-8.395
44.767,-4.845,-8.395
44.800,-4.849,-8.394
44.833,-4.849,-8.394
44.867,-4.849,-8.394
44.900,-4.849,-8.394
44.933,-4.849,-8.394
44.967,-4.849,-8.394
45.000,-4.855,-8.392
45.033,-4.858,-8.391
45.067,-4.858,-8.391
45.100,-4.858,-8.391
45.133,-4.858,-8.391
45.167,-4.858,-8.391
45.200,-4.858,-8.391
45.233,-4.858,-8.391
45.267,-4.858,-8.391
45.333,-4.867,-8.384
45.367,-4.875,-8.375
45.400,-4.875,-8.375
45.433,-4.875,-8.375
45.467,-4.875,-8.375
45.500,-4.875,-8.375
45.533,-4.886,-8.366
45.567,-4.886,-8.366
45.600,-4.886,-8.366
45.633,-4.886,-8.366
45.667,-4.886,-8.366
45.700,-4.886,-8.366
45.733,-4.886,-8.366
45.767,-4.898,-8.348
45.800,-4.898,-8.348
45.833,-4.898,-8.348
45.867,-4.898,-8.348
45.900,-4.898,-8.348
45.933,-4.898,-8.348
45.967,-4.907,-8.333
46.000,-4.911,-8.315
46.033,-4.911,-8.315
46.067,-4.911,-8.315
46.100,-4.911,-8.315
46.133,-4.911,-8.315
46.167,-4.911,-8.315
46.200,-4.911,-8.315
46.233,-4.921,-8.286
46.267,-4.931,-8.260
46.300,-4.935,-8.241
46.333,-4.935,-8.241
46.367,-4.935,-8.241
46.400,-4.935,-8.241
46.433,-4.935,-8.241
46.467,-4.935,-8.241
46.500,-4.935,-8.241
46.533,-4.935,-8.241
46.567,-4.935,-8.241
46.600,-4.935,-8.241
46.633,-4.991,-8.212
46.667,-4.991,-8.212
46.700,-4.991,-8.212
46.733,-5.019,-8.181
46.767,-5.019,-8.181
46.800,-5.041,-8.144
46.833,-5.041,-8.144
46.867,-5.041,-8.144
46.900,-5.029,-8.085
46.933,-5.029,-8.085
46.967,-5.009,-8.000
47.000,-4.984,-7.920
47.033,-4.961,-7.845
47.067,-4.961,-7.845
47.100,-4.961,-7.845
47.133,-4.961,-7.845
47.167,-4.961,-7.845
47.200,-4.961,-7.845
47.233,-4.961,-7.845
47.267,-4.961,-7.845
47.300,-4.961,-7.845
47.333,-4.961,-7.845
47.367,-4.961,-7.845
47.400,-4.961,-7.845
47.433,-4.961,-7.845
47.467,-4.873,-7.656
47.500,-4.789,-7.485
47.533,-4.789,-7.485
47.567,-4.789,-7.485
47.600,-4.789,-7.485
47.633,-4.789,-7.485
47.667,-4.789,-7.485
47.700,-4.712,-7.327
47.733,-4.712,-7.327
47.767,-4.712,-7.327
47.800,-4.641,-7.189
47.833,-4.641,-7.189
47.867,-4.641,-7.189
47.900,-4.641,-7.189
47.933,-4.641,-7.189
47.967,-4.577,-7.063
48.000,-4.577,-7.063
48.033,-4.522,-6.947
48.067,-4.522,-6.947
48.100,-4.473,-6.844
48.133,-4.473,-6.844
48.167,-4.473,-6.844
48.200,-4.428,-6.748
48.233,-4.428,-6.748
48.267,-4.379,-6.671
48.300,-4.379,-6.671
48.333,-4.379,-6.671
48.367,-4.379,-6.671
48.400,-4.379,-6.671
48.433,-4.379,-6.671
48.467,-4.379,-6.671
48.500,-4.345,-6.600
48.533,-4.345,-6.600
48.567,-4.345,-6.600
48.600,-4.345,-6.600
48.633,-4.345,-6.600
48.667,-4.312,-6.546
48.700,-4.284,-6.499
48.733,-4.255,-6.460
48.767,-4.255,-6.460
48.800,-4.255,-6.460
48.833,-4.230,-6.436
48.867,-4.230,-6.436
48.900,-4.208,-6.414
48.933,-4.187,-6.395
48.967,-4.175,-6.373
49.000,-4.175,-6.373
49.033,-5.093,-6.110
49.067,-5.093,-6.110
49.100,-4.987,-6.124
49.133,-4.150,-6.124
49.167,-4.150,-6.124
49.200,-4.142,-6.145
49.233,-4.142,-6.145
49.267,-4.142,-6.145
49.300,-4.142,-6.145
49.333,-4.137,-6.160
49.367,-4.137,-6.160
49.400,-4.137,-6.160
49.433,-4.137,-6.160
49.467,-4.129,-6.179
49.500,-4.129,-6.179
49.533,-4.129,-6.179
49.567,-4.129,-6.179
49.600,-4.129,-6.179
49.633,-4.123,-6.210
49.667,-4.123,-6.210
49.700,-4.123,-6.210
49.733,-4.123,-6.210
49.767,-4.123,-6.210
49.800,-4.123,-6.210
49.833,-4.116,-6.243
49.867,-4.116,-6.243
49.900,-4.117,-6.267
49.933,-4.117,-6.267
49.967,-4.117,-6.267
50.000,-4.113,-6.293
50.033,-4.113,-6.293
50.067,-4.113,-6.293
50.100,-4.108,-6.320
50.133,-4.108,-6.320
50.167,-4.108,-6.320
50.200,-4.108,-6.320
50.233,-4.102,-6.353
50.267,-4.102,-6.353
50.300,-4.103,-6.385
50.333,-4.103,-6.385
50.367,-4.103,-6.385
50.400,-4.103,-6.417
50.433,-4.103,-6.417
50.467,-4.103,-6.417
50.500,-4.103,-6.417
50.533,-4.103,-6.417
50.567,-4.103,-6.417
50.600,-4.103,-6.417
50.633,-4.103,-6.417
50.667,-4.103,-6.417
50.700,-4.103,-6.417
50.733,-4.103,-6.417
50.767,-4.103,-6.417
50.800,-4.103,-6.417
50.833,-4.103,-6.417
50.867,-4.103,-6.417
50.900,-4.103,-6.417
50.933,-4.102,-6.455
50.967,-4.102,-6.455
51.000,-4.102,-6.455
51.033,-4.109,-6.490
51.067,-4.109,-6.490
51.100,-4.109,-6.490
51.133,-4.103,-6.528
51.167,-4.103,-6.528
51.200,-4.103,-6.528
51.233,-4.103,-6.528
51.267,-4.099,-6.566
51.300,-4.099,-6.566
51.333,-4.099,-6.566
51.367,-4.099,-6.566
51.400,-4.100,-6.601
51.433,-4.100,-6.601
51.467,-4.100,-6.601
51.500,-4.102,-6.631
51.533,-4.102,-6.631
51.567,-4.095,-6.666
51.600,-4.095,-6.666
51.633,-4.095,-6.666
51.667,-4.097,-6.691
51.700,-4.096,-6.716
51.733,-4.096,-6.716
51.767,-4.100,-6.745
51.800,-4.100,-6.745
51.833,-4.100,-6.745
51.867,-4.096,-6.766
51.900,-4.096,-6.766
51.933,-4.096,-6.766
51.967,-4.096,-6.766
52.033,-4.096,-6.766
52.100,-4.094,-6.792
52.133,-4.093,-6.811
52.167,-4.093,-6.811
52.200,-4.087,-6.829
52.233,-4.087,-6.829
52.267,-4.087,-6.829
52.300,-4.087,-6.829
52.333,-4.087,-6.829
52.367,-4.087,-6.829
52.400,-4.087,-6.829
52.433,-4.087,-6.829
52.467,-4.087,-6.829
52.500,-4.078,-6.849
52.533,-4.078,-6.849
52.567,-4.078,-6.849
52.600,-4.078,-6.849
52.733,-4.072,-6.867
52.767,-4.072,-6.867
52.800,-4.063,-6.889
52.867,-4.052,-6.907
52.900,-4.052,-6.907
52.933,-4.052,-6.907
52.967,-4.052,-6.907
53.067,-4.039,-6.923
53.100,-4.029,-6.934
53.133,-4.023,-6.942
53.167,-4.011,-6.955
53.200,-3.996,-6.968
53.233,-3.983,-6.984
53.267,-3.983,-6.984
53.300,-3.979,-6.992
53.333,-3.971,-7.003
53.367,-3.971,-7.003
53.400,-3.969,-7.013
53.433,-3.969,-7.013
53.467,-3.966,-7.020
53.500,-3.966,-7.020
53.533,-3.966,-7.020
53.567,-3.951,-7.031
53.633,-3.939,-7.040
53.667,-3.939,-7.040
53.700,-3.939,-7.040
53.733,-3.939,-7.040
53.833,-3.951,-7.029
53.867,-3.981,-6.998
53.900,-3.981,-6.998
53.933,-3.981,-6.998
53.967,-3.960,-7.003
54.000,-3.960,-7.003
54.033,-3.945,-7.003
54.067,-3.945,-7.003
54.100,-3.945,-7.003
54.133,-3.945,-7.003
54.167,-3.945,-7.003
54.267,-3.934,-6.993
54.300,-3.928,-6.981
54.333,-3.923,-6.967
54.367,-3.923,-6.967
54.400,-3.903,-6.966
54.433,-3.903,-5.616
54.467,-3.875,-5.753
54.500,-3.875,-5.753
54.533,-3.875,-5.753
54.567,-3.875,-5.753
54.600,-3.875,-5.753
54.633,-3.875,-5.753
54.667,-3.875,-5.753
54.733,-3.851,-5.874
54.767,-3.851,-5.874
54.800,-3.851,-5.874
54.833,-3.851,-5.874
54.900,-3.851,-5.874
54.967,-3.851,-5.874
55.000,-3.851,-5.874
55.033,-3.851,-5.874
55.067,-3.823,-5.982
55.100,-3.823,-5.982
55.133,-3.823,-5.982
55.167,-3.823,-5.982
55.200,-3.823,-5.982
55.233,-3.823,-5.982
55.267,-3.809,-6.073
55.300,-3.809,-6.073
55.333,-3.783,-6.165
55.367,-3.760,-6.246
55.400,-3.736,-6.318
55.433,-3.736,-6.318
55.467,-3.736,-6.318
55.500,-3.716,-6.385
55.533,-3.716,-6.385
55.567,-3.694,-6.445
55.600,-3.694,-6.445
55.633,-3.694,-6.445
55.667,-3.694,-6.445
55.700,-3.694,-6.445
55.733,-3.694,-6.445
55.767,-3.694,-6.445
55.800,-3.676,-6.489
55.833,-3.676,-6.489
55.867,-3.651,-6.532
55.900,-3.633,-6.565
55.933,-3.633,-6.565
55.967,-3.633,-6.565
56.000,-3.633,-6.565
56.033,-3.633,-6.565
56.067,-3.616,-6.591
56.100,-3.616,-6.591
56.167,-3.616,-6.591
56.200,-3.616,-6.591
56.233,-3.616,-6.591
56.267,-3.616,-6.591
56.300,-3.616,-6.591
56.333,-3.596,-6.619
56.367,-3.577,-6.645
56.400,-3.557,-6.672
56.433,-3.557,-6.672
56.467,-3.544,-6.689
56.500,-3.544,-6.689
56.533,-3.544,-6.689
56.567,-3.531,-6.702
56.600,-3.531,-6.702
56.700,-3.531,-6.702
56.733,-3.531,-6.702
56.767,-3.515,-6.714
56.800,-3.515,-6.714
56.833,-3.515,-6.714
56.867,-3.495,-6.732
56.900,-3.495,-6.732
56.933,-3.485,-6.744
56.967,-3.484,-6.747
57.000,-3.489,-6.743
57.033,-3.489,-6.743
57.067,-3.489,-6.743
57.100,-3.489,-6.743
57.133,-3.467,-6.760
57.167,-3.467,-6.760
57.200,-3.467,-6.760
57.233,-3.467,-6.760
57.267,-3.467,-6.760
57.300,-3.445,-6.764
57.333,-3.422,-6.769
57.367,-3.422,-6.769
57.400,-3.422,-6.769
57.433,-3.409,-6.767
57.467,-3.409,-6.767
57.500,-3.409,-6.767
57.533,-3.409,-6.767
57.567,-3.409,-6.767
57.600,-3.409,-6.767
57.633,-3.409,-6.767
57.667,-3.409,-6.767
57.700,-3.390,-6.765
57.733,-3.390,-6.765
57.767,-3.390,-6.765
57.800,-3.390,-6.765
57.833,-3.390,-6.765
57.867,-3.379,-6.765
57.900,-3.379,-6.765
57.933,-3.379,-6.765
57.967,-3.379,-6.765
58.000,-3.379,-6.765
58.033,-3.379,-6.765
58.067,-3.379,-6.765
58.100,-3.379,-6.765
58.133,-3.360,-6.757
58.167,-3.347,-6.744
58.200,-3.347,-6.744
58.233,-3.324,-6.737
58.267,-3.302,-6.732
58.300,-3.302,-6.732
58.367,-3.283,-6.733
58.400,-3.283,-6.733
58.433,-3.283,-6.733
58.467,-3.283,-6.733
58.500,-3.283,-6.733
58.533,-3.283,-6.733
58.567,-3.283,-6.733
58.600,-3.271,-6.722
58.633,-3.271,-6.722
58.667,-3.255,-6.710
58.700,-3.241,-6.702
58.733,-3.241,-6.702
58.767,-3.241,-6.702
58.800,-3.241,-6.702
58.833,-3.241,-6.702
58.867,-3.222,-6.694
58.900,-3.222,-6.694
58.933,-3.222,-6.694
58.967,-3.222,-6.694
59.000,-3.203,-6.686
59.033,-3.203,-6.686
59.067,-3.186,-6.673
59.100,-3.186,-6.673
59.133,-3.169,-6.661
59.167,-3.152,-6.650
59.200,-3.142,-6.638
59.233,-3.142,-6.638
59.267,-3.122,-6.630
59.300,-3.122,-6.630
59.333,-3.122,-6.630
59.367,-3.108,-6.615
59.400,-3.108,-6.615
59.433,-3.108,-6.615
59.467,-3.108,-5.006
59.500,-3.108,-5.006
59.533,-3.108,-5.006
59.567,-3.108,-5.006
59.600,-3.108,-5.006
59.633,-3.108,-5.006
59.667,-3.108,-5.006
59.700,-3.108,-5.006
59.733,-3.108,-5.006
59.767,-3.108,-5.006
59.800,-3.095,-5.147
59.833,-3.159,-5.183
59.867,-3.159,-5.183
59.900,-3.109,-5.414
59.933,-3.109,-5.414
59.967,-3.136,-5.559
60.000,-3.136,-5.559
60.033,-3.136,-5.559
60.067,-3.136,-5.559
60.100,-3.136,-5.559
60.133,-3.136,-5.559
60.167,-3.136,-5.559
60.200,-3.165,-5.660
60.233,-3.165,-5.660
60.267,-3.198,-5.760
60.300,-3.198,-5.760
60.333,-3.198,-5.760
60.367,-3.212,-5.871
60.400,-3.228,-5.965
60.433,-3.228,-5.965
60.467,-3.228,-5.965
60.533,-3.228,-5.965
60.567,-3.239,-6.054
60.600,-3.239,-6.054
60.633,-3.248,-6.136
60.667,-3.258,-6.207
60.700,-3.258,-6.207
60.733,-3.258,-6.207
60.767,-3.258,-6.270
60.800,-3.258,-6.270
60.833,-3.258,-6.270
60.867,-3.258,-6.270
60.900,-3.258,-6.324
60.933,-3.258,-6.324
60.967,-3.258,-6.324
61.000,-3.253,-6.381
61.033,-3.253,-6.381
61.067,-3.253,-6.381
61.100,-3.253,-6.381
61.133,-3.255,-6.421
61.167,-3.255,-6.421
61.200,-3.256,-6.457
61.233,-3.252,-6.492
61.267,-3.252,-6.492
61.300,-3.252,-6.492
61.333,-3.252,-6.492
61.367,-3.252,-6.492
61.400,-3.252,-6.492
61.433,-3.252,-6.492
61.467,-3.252,-6.492
61.500,-3.252,-6.492
61.533,-3.244,-6.523
61.567,-3.244,-6.523
61.600,-3.244,-6.523
61.633,-3.244,-6.523
61.667,-3.230,-6.545
61.700,-3.230,-6.545
61.733,-3.220,-6.567
61.767,-3.220,-6.567
61.800,-3.220,-6.567
61.833,-3.220,-6.567
61.867,-3.220,-6.567
61.900,-3.220,-6.567
61.933,-3.220,-6.567
61.967,-3.203,-6.571
62.000,-3.183,-6.575
62.033,-3.183,-6.575
62.067,-3.165,-6.576
62.100,-3.165,-6.576
62.133,-3.165,-6.576
62.167,-3.165,-6.576
62.200,-3.165,-6.576
62.233,-3.138,-6.558
62.267,-3.113,-6.541
62.300,-3.113,-6.541
62.333,-3.113,-6.541
62.367,-3.087,-6.513
62.400,-3.067,-6.490
62.433,-3.044,-6.476
62.467,-3.044,-6.476
62.500,-3.044,-6.476
62.533,-3.021,-6.462
62.567,-3.021,-6.462
62.600,-3.021,-6.462
62.633,-3.021,-6.462
62.667,-3.021,-6.462
62.700,-3.021,-6.462
62.767,-3.021,-6.462
62.800,-2.987,-6.437
62.833,-2.956,-6.409
62.867,-2.932,-6.384
62.900,-2.932,-6.384
62.933,-2.905,-6.359
62.967,-2.905,-6.359
63.000,-2.905,-6.359
63.033,-2.905,-6.359
63.067,-2.878,-6.325
63.100,-2.878,-6.325
63.133,-2.878,-6.325
63.167,-2.878,-6.325
63.200,-2.878,-6.325
63.233,-2.878,-6.325
63.267,-2.878,-6.325
63.300,-2.878,-6.325
63.367,-2.878,-6.325
63.400,-2.878,-6.325
63.433,-2.878,-6.325
63.467,-2.878,-6.325
63.500,-2.878,-6.325
63.533,-2.843,-6.240
63.567,-2.843,-6.240
63.600,-2.799,-6.176
63.633,-2.799,-6.176
63.667,-2.762,-6.104
63.700,-2.730,-6.030
63.733,-2.730,-6.030
63.767,-2.730,-6.030
63.800,-2.692,-5.962
63.833,-2.692,-5.962
63.867,-2.653,-5.889
63.900,-2.653,-5.889
63.933,-2.653,-5.889
63.967,-2.653,-5.889
64.000,-2.653,-5.889
64.033,-2.653,-5.889
64.067,-2.614,-5.814
64.100,-2.614,-5.814
64.133,-2.614,-5.814
64.167,-2.614,-5.814
64.200,-2.583,-5.738
64.233,-2.560,-5.668
64.267,-2.542,-5.611
64.300,-2.542,-5.611
64.333,-2.522,-5.556
64.367,-2.522,-5.556
64.400,-2.522,-5.556
64.433,-2.522,-5.556
64.467,-2.522,-5.556
64.500,-2.522,-5.556
64.533,-2.503,-5.504
64.567,-2.503,-5.504
64.600,-2.492,-5.447
64.633,-2.482,-5.392
64.667,-2.470,-5.347
64.700,-2.470,-5.347
64.733,-2.470,-5.347
64.767,-2.470,-5.347
64.800,-2.470,-5.347
64.833,-2.470,-5.347
64.867,-2.470,-5.347
64.900,-2.470,-5.347
64.933,-2.449,-5.302
64.967,-2.449,-5.302
65.000,-2.433,-5.253
65.033,-2.433,-5.253
65.067,-2.433,-5.253
65.100,-2.417,-5.207
65.133,-2.417,-5.207
65.167,-2.417,-5.207
65.200,-2.417,-5.207
65.233,-2.417,-5.207
65.267,-2.417,-5.207
65.300,-2.399,-5.153
65.333,-2.399,-5.153
65.367,-2.377,-5.109
65.400,-2.362,-5.070
65.433,-2.347,-5.043
65.467,-2.328,-5.015
65.500,-2.328,-5.015
65.533,-2.328,-5.015
65.567,-2.328,-5.015
65.600,-2.311,-4.989
65.633,-2.297,-4.966
65.667,-2.297,-4.966
65.700,-2.297,-4.966
65.733,-2.279,-4.942
65.767,-2.279,-4.942
65.800,-2.279,-4.942
65.833,-2.265,-4.910
65.867,-2.247,-4.881
65.900,-2.247,-4.881
65.933,-2.247,-4.881
65.967,-2.247,-4.881
66.000,-2.247,-4.881
66.033,-2.247,-4.881
66.067,-2.247,-4.881
66.100,-2.224,-4.834
66.133,-2.224,-4.834
66.167,-2.224,-4.834
66.200,-2.224,-4.834
66.233,-2.207,-4.787
66.267,-2.207,-4.787
66.300,-2.207,-4.787
66.333,-2.207,-4.787
66.367,-2.187,-4.719
66.400,-2.187,-4.719
66.433,-2.187,-4.719
66.467,-2.187,-4.719
66.500,-2.170,-4.657
66.533,-2.170,-4.657
66.567,-2.170,-4.657
66.600,-2.170,-4.657
66.633,-2.170,-4.657
66.667,-2.170,-4.657
66.700,-2.170,-4.657
66.733,-2.170,-4.657
66.767,-2.170,-4.657
66.800,-2.163,-4.599
66.833,-2.163,-4.599
66.867,-2.163,-4.599
66.900,-2.163,-4.599
66.933,-2.163,-4.599
66.967,-2.148,-4.558
67.000,-2.148,-4.558
67.033,-2.148,-4.558
67.067,-2.138,-4.520
67.100,-2.129,-4.485
67.133,-2.129,-4.485
67.167,-2.129,-4.485
67.200,-2.129,-4.485
67.233,-2.118,-4.458
67.267,-2.118,-4.458
67.300,-2.118,-4.458
67.333,-2.118,-4.458
67.367,-2.107,-4.431
67.400,-2.107,-4.431
67.433,-2.098,-4.410
67.467,-2.098,-4.410
67.500,-2.098,-4.410
67.533,-2.089,-4.395
67.567,-2.089,-4.395
67.600,-2.084,-4.382
67.633,-2.084,-4.382
67.667,-2.084,-4.382
67.700,-2.084,-4.382
67.733,-2.084,-4.382
67.767,-2.084,-4.382
67.800,-2.084,-4.382
67.833,-2.084,-4.382
67.867,-2.084,-4.382
67.900,-2.084,-4.382
67.933,-2.082,-4.376
67.967,-2.079,-4.369
68.000,-2.078,-4.366
68.033,-2.078,-4.367
68.067,-2.078,-4.367
68.100,-2.078,-4.367
68.133,-2.075,-4.370
68.167,-2.075,-4.370
68.200,-2.073,-4.373
68.233,-2.073,-4.373
68.267,-2.073,-4.373
68.300,-2.073,-4.377
68.333,-2.078,-4.378
68.367,-2.079,-4.383
68.400,-2.085,-4.382
68.433,-2.085,-4.382
68.467,-2.085,-4.382
68.500,-2.085,-4.382
68.533,-2.085,-4.382
68.567,-2.085,-4.382
68.600,-2.092,-4.391
68.633,-2.092,-4.391
68.667,-2.094,-4.399
68.700,-2.100,-4.405
68.733,-2.109,-4.408
68.767,-2.109,-4.408
68.800,-2.109,-4.408
68.833,-2.108,-4.406
68.867,-2.121,-4.400
68.900,-2.132,-4.400
68.933,-2.133,-4.401
