Time (sec),Rotation_X (deg),Height_Z (mm)
142.467,-1.675,-3.676
142.500,-1.675,-3.676
142.533,-1.675,-3.676
155.033,-1.455,-3.333
155.067,-1.455,-3.333
155.100,-1.455,-3.333
155.133,-1.455,-3.333
155.167,-1.455,-3.333
155.200,-1.455,-3.333
156.300,-1.455,-3.333
156.800,-1.279,-2.980
157.233,-1.279,-2.980
157.833,-1.121,-2.649
157.933,-1.121,-2.649
157.967,-1.121,-2.649
158.000,-1.121,-2.649
158.033,-1.121,-2.649
158.067,-1.121,-2.649
158.100,-1.121,-2.649
158.133,-1.121,-2.649
158.167,-0.997,-2.344
158.200,-0.886,-2.076
158.233,-0.886,-2.076
158.267,-0.886,-2.076
158.300,-0.886,-2.076
158.333,-0.886,-2.076
158.367,-0.770,-1.822
158.400,-0.770,-1.822
158.433,-0.770,-1.822
158.467,-0.770,-1.822
158.500,-0.678,-1.585
158.533,-0.594,-1.372
158.567,-0.594,-1.372
158.600,-0.594,-1.372
158.633,-0.594,-1.372
158.667,-0.511,-1.191
158.700,-0.511,-1.191
158.733,-0.442,-1.012
158.767,-0.442,-1.012
158.800,-0.442,-1.012
158.833,-0.379,-0.850
158.900,-0.379,-0.850
158.933,-0.379,-0.850
159.000,-0.332,-0.678
159.100,-0.332,-0.678
159.200,-0.332,-0.678
159.400,-0.332,-0.678
159.433,-0.291,-0.534
159.467,-0.291,-0.534
159.533,-0.291,-0.534
159.667,-0.255,-0.395
159.700,-0.255,-0.395
159.733,-0.255,-0.395
159.767,-0.255,-0.395
159.800,-0.255,-0.395
159.833,-0.255,-0.395
159.867,-0.255,-0.395
159.900,-0.231,-0.260
159.933,-0.231,-0.260
159.967,-0.203,-0.138
160.000,-0.174,-0.019
160.033,-0.174,-0.019
160.067,-0.174,-0.019
160.100,-0.164,0.100
160.133,-0.164,0.100
160.167,-0.149,0.205
160.200,-0.134,0.300
160.233,-0.134,0.300
160.267,-0.121,0.385
160.300,-0.121,0.385
160.333,-0.121,0.385
160.367,-0.121,0.385
160.400,-0.121,0.385
160.433,-0.111,0.463
160.467,-0.111,0.463
160.500,-0.111,0.463
160.533,-0.111,0.463
160.567,-0.106,0.537
160.600,-0.106,0.537
160.633,-0.106,0.537
160.667,-0.092,0.610
160.700,-0.092,0.610
160.733,-0.092,0.610
160.767,-0.079,0.662
160.800,-0.068,0.709
160.833,-0.068,0.709
160.867,-0.058,0.760
160.900,-0.058,0.760
160.933,-0.058,0.760
160.967,-0.061,0.811
161.000,-0.061,0.811
161.033,-0.061,0.811
161.067,-0.061,0.811
161.100,-0.063,0.855
161.133,-0.063,0.855
161.167,-0.063,0.855
161.200,-0.063,0.855
161.233,-0.069,0.897
161.267,-0.069,0.897
161.300,-0.075,0.932
161.333,-0.084,0.969
161.367,-0.084,0.969
161.400,-0.088,0.995
161.433,-0.088,0.995
161.467,-0.088,0.995
161.500,-0.088,0.995
161.533,-0.088,0.995
161.567,-0.084,1.039
161.600,-0.084,1.039
161.633,-0.087,1.091
161.667,-0.088,1.136
161.700,-0.088,1.136
161.733,-0.088,1.136
161.767,-0.088,1.136
161.800,-0.088,1.136
161.833,-0.088,1.168
161.867,-0.088,1.168
161.900,-0.088,1.168
161.933,-0.085,1.200
161.967,-0.085,1.200
162.000,-0.085,1.200
162.033,-0.094,1.241
162.067,-0.094,1.241
162.100,-0.104,1.285
162.133,-0.104,1.285
162.167,-0.114,1.319
162.200,-0.114,1.319
162.233,-0.118,1.346
162.367,-0.264,1.407
162.400,-0.389,1.476
162.433,-0.389,1.476
162.467,-0.389,1.476
162.500,-0.389,1.476
162.533,-0.389,1.476
162.567,-0.389,1.476
162.600,-0.484,1.504
162.633,-0.484,1.504
162.667,-0.553,1.534
162.700,-0.553,1.534
162.733,-0.627,1.554
162.767,-0.699,1.593
162.800,-0.752,1.614
162.833,-0.796,1.632
162.867,-0.796,1.632
162.900,-0.796,1.632
162.933,-0.796,1.632
162.967,-0.796,1.632
163.000,-0.796,1.632
163.033,-0.796,1.632
163.067,-0.796,1.632
163.100,-0.796,1.632
163.133,-0.829,1.619
163.167,-0.829,1.619
163.200,-0.845,1.605
163.233,-0.845,1.605
163.267,-0.845,1.605
163.300,-0.845,1.605
163.333,-0.845,1.605
163.367,-0.845,1.605
163.400,-0.868,1.578
163.433,-0.886,1.567
163.467,-0.886,1.567
163.500,-0.886,1.567
163.533,-0.886,1.567
163.567,-0.886,1.567
163.600,-0.886,1.567
163.633,-0.916,1.546
163.667,-0.916,1.546
163.700,-0.940,1.516
163.733,-0.954,1.488
163.767,-0.970,1.462
163.800,-0.987,1.443
163.833,-1.001,1.427
163.867,-1.001,1.427
163.900,-1.023,1.406
163.933,-1.023,1.406
163.967,-1.036,1.380
164.000,-1.036,1.380
164.033,-1.036,1.380
164.067,-1.036,1.380
164.100,-1.036,1.380
164.133,-1.036,1.380
164.167,-1.051,1.345
164.200,-1.051,1.345
164.233,-1.051,1.345
164.267,-1.070,1.318
164.300,-1.070,1.318
164.333,-1.083,1.289
164.367,-1.097,1.261
164.400,-1.097,1.261
164.433,-1.097,1.261
164.467,-1.097,1.261
164.500,-1.106,1.249
164.533,-1.111,1.238
164.567,-1.111,1.223
164.600,-1.111,1.221
164.633,-1.113,1.215
164.667,-1.113,1.208
164.700,-1.110,1.198
164.733,-1.106,1.188
164.767,-1.107,1.186
164.800,-1.100,1.175
164.833,-1.100,1.175
164.867,-1.113,1.176
164.900,-1.116,1.166
164.933,-1.116,1.166
164.967,-1.116,1.166
165.000,-1.119,1.159
165.033,-1.119,1.159
165.067,-1.120,1.157
165.100,-1.120,1.157
165.133,-1.120,1.157
165.167,-1.123,1.144
165.200,-1.123,1.144
165.233,-1.123,1.144
165.267,-1.130,1.124
165.300,-1.130,1.124
165.333,-1.130,1.124
165.367,-1.130,1.124
165.400,-1.140,1.092
165.433,-1.149,1.065
165.467,-1.149,1.065
165.500,-1.154,1.045
165.533,-1.156,1.024
165.567,-1.165,1.007
165.600,-1.165,1.007
165.633,-1.177,0.980
165.667,-1.177,0.980
165.700,-1.177,0.980
165.733,-1.177,0.980
165.767,-1.187,0.942
165.800,-1.206,0.907
165.833,-1.223,0.869
165.867,-1.232,0.829
165.900,-1.235,0.799
165.933,-1.245,0.778
165.967,-1.245,0.778
166.000,-1.245,0.778
166.033,-1.257,0.749
166.067,-1.257,0.749
166.100,-1.267,0.717
166.133,-1.267,0.717
166.167,-1.267,0.717
166.200,-1.274,0.704
166.233,-1.274,0.704
166.267,-1.274,0.704
166.300,-1.274,0.704
166.333,-1.277,0.682
166.367,-1.281,0.667
166.400,-1.281,0.667
166.433,-1.281,0.667
166.467,-1.281,0.667
166.500,-1.281,0.667
166.533,-1.281,0.667
166.567,-1.281,0.667
166.600,-1.281,0.667
166.633,-1.281,0.667
166.667,-1.281,0.667
166.700,-1.281,0.667
166.733,-1.277,0.659
166.767,-1.268,0.636
166.800,-1.268,0.636
166.833,-1.268,0.636
166.867,-1.272,0.612
166.900,-1.273,0.587
166.933,-1.273,0.587
166.967,-1.273,0.587
167.000,-1.265,0.584
167.033,-1.265,0.584
167.067,-1.252,0.577
167.100,-1.252,0.577
167.133,-1.250,0.563
167.167,-1.250,0.563
167.200,-1.240,0.550
167.233,-1.242,0.545
167.267,-1.242,0.545
167.300,-1.242,0.545
167.333,-1.244,0.518
167.367,-1.244,0.518
167.400,-1.251,0.497
167.433,-1.251,0.497
167.467,-1.251,0.497
167.500,-1.251,0.497
167.533,-1.253,0.477
167.567,-1.259,0.464
167.600,-1.259,0.464
167.633,-1.247,0.447
167.667,-1.247,0.447
167.700,-1.247,0.447
167.733,-1.236,0.456
167.767,-1.229,0.465
167.800,-1.229,0.465
167.833,-1.229,0.465
167.867,-1.229,0.465
167.900,-1.229,0.465
167.933,-1.229,0.465
167.967,-1.229,0.465
168.000,-1.229,0.465
168.033,-1.229,0.465
168.067,-1.229,0.465
168.100,-1.211,0.470
168.133,-1.211,0.470
168.167,-1.193,0.482
168.200,-1.176,0.486
168.233,-1.165,0.496
168.267,-1.165,0.496
168.300,-1.160,0.490
168.333,-1.165,0.488
168.367,-1.165,0.488
168.400,-1.165,0.488
168.433,-1.165,0.466
168.467,-1.165,0.466
168.500,-1.165,0.466
168.533,-1.159,0.432
168.567,-1.159,0.395
168.600,-1.159,0.395
168.633,-1.159,0.395
168.667,-1.159,0.395
168.700,-1.159,0.395
168.733,-1.154,0.377
168.767,-1.154,0.377
168.800,-1.137,0.370
168.833,-1.123,0.368
168.867,-1.123,0.368
168.900,-1.123,0.368
168.933,-1.123,0.368
168.967,-1.123,0.368
169.000,-1.123,0.368
169.033,-1.123,0.368
169.067,-1.123,0.368
169.100,-1.106,0.356
169.133,-1.106,0.356
169.167,-1.084,0.338
169.200,-1.084,0.338
169.233,-1.084,0.338
169.267,-1.084,0.338
169.300,-1.084,0.338
169.333,-1.084,0.338
169.367,-1.064,0.320
169.400,-1.064,0.320
169.433,-1.064,0.320
169.467,-1.047,0.306
169.500,-1.047,0.306
169.533,-1.047,0.306
169.567,-1.047,0.306
169.600,-1.030,0.297
169.633,-1.018,0.291
169.667,-1.005,0.277
169.700,-1.005,0.277
169.733,-0.986,0.260
169.767,-0.962,0.238
169.800,-0.962,0.238
169.833,-0.946,0.220
169.867,-0.938,0.213
169.900,-0.938,0.213
169.933,-0.926,0.199
169.967,-0.926,0.199
170.000,-0.926,0.199
170.033,-0.926,0.199
170.067,-0.926,0.199
170.100,-0.912,0.184
170.133,-0.912,0.184
170.167,-0.904,0.170
170.200,-0.904,0.170
170.233,-0.904,0.170
170.267,-0.904,0.170
170.300,-0.904,0.170
170.333,-0.904,0.170
170.367,-0.904,0.170
170.400,-0.546,0.170
170.433,-0.559,0.166
170.467,-0.575,0.165
170.500,-0.575,0.165
170.533,-0.575,0.165
170.567,-0.575,0.165
170.600,-0.575,0.165
170.667,-0.575,0.165
170.700,-0.575,0.165
170.733,-0.575,0.165
170.767,-0.575,0.165
170.800,-0.575,0.165
170.833,-0.575,0.165
170.867,-0.565,0.164
170.900,-0.565,0.164
170.933,-0.556,0.158
170.967,-0.556,0.158
171.000,-0.556,0.158
171.033,-0.551,0.176
171.133,-0.551,0.176
171.167,-0.537,0.184
171.200,-0.537,0.184
171.233,-0.537,0.184
171.267,-0.537,0.184
171.300,-0.537,0.184
171.333,-0.537,0.184
171.367,-0.537,0.184
171.400,-0.537,0.184
171.433,-0.537,0.184
171.467,-0.502,0.181
171.500,-0.502,0.181
171.533,-0.502,0.181
171.567,-0.502,0.181
171.600,-0.476,0.192
171.633,-0.476,0.192
171.667,-0.476,0.192
171.700,-0.476,0.192
171.767,-0.451,0.208
171.800,-0.451,0.208
171.867,-0.428,0.222
172.000,-0.428,0.222
172.033,-0.400,0.242
172.067,-0.400,0.242
172.100,-0.400,0.242
172.133,-0.400,0.242
172.167,-0.400,0.242
172.200,-0.400,0.242
172.233,-0.400,0.242
172.267,-0.400,0.242
172.300,-0.379,0.285
172.333,-0.379,0.285
172.367,-0.347,0.308
172.400,-0.320,0.332
172.433,-0.320,0.332
172.467,-0.320,0.332
172.500,-0.320,0.332
172.533,-0.320,0.332
172.567,-0.293,0.347
172.600,-0.293,0.347
172.633,-0.293,0.347
172.667,-0.293,0.347
172.700,-0.274,0.353
172.733,-0.274,0.353
172.767,-0.274,0.353
172.800,-0.264,0.348
172.833,-0.264,0.348
172.867,-0.264,0.348
172.900,-0.264,0.348
172.933,-0.264,0.348
172.967,-0.253,0.346
173.000,-0.248,0.340
173.033,-0.248,0.340
173.100,-0.242,0.323
173.133,-0.242,0.323
173.167,-0.241,0.314
173.200,-0.236,0.304
173.233,-0.236,0.304
173.267,-0.233,0.305
173.300,-0.231,0.302
173.333,-0.232,0.303
173.367,-0.232,0.303
173.400,-0.217,0.304
173.433,-0.214,0.311
173.467,-0.204,0.312
173.533,-0.204,0.312
173.567,-0.204,0.312
173.600,-0.189,0.355
173.633,-0.189,0.355
173.667,-0.189,0.355
173.700,-0.189,0.355
173.733,-0.171,0.388
173.767,-0.151,0.415
173.800,-0.135,0.442
173.833,-0.129,0.469
173.867,-0.128,0.493
173.900,-0.128,0.493
173.933,-0.128,0.493
173.967,-0.128,0.493
174.000,-0.118,0.505
174.033,-0.118,0.505
174.067,-0.118,0.505
174.100,-0.118,0.515
174.133,-0.118,0.515
174.167,-0.121,0.534
174.200,-0.121,0.534
174.233,-0.121,0.534
174.267,-0.121,0.534
174.367,-0.109,0.552
174.533,-0.109,0.552
174.567,-0.109,0.552
174.700,-0.080,0.577
174.733,-0.050,0.599
174.767,-0.032,0.631
174.800,-0.027,0.667
174.833,-0.027,0.667
174.867,-0.027,0.667
174.900,-0.027,0.667
174.933,-0.008,0.682
174.967,-0.008,0.682
175.000,-0.008,0.682
175.033,-0.008,0.682
175.067,-0.008,0.682
175.100,-0.008,0.682
175.133,-0.008,0.682
175.167,-0.016,0.706
175.200,-0.005,0.722
175.233,0.009,0.753
175.267,0.009,0.753
175.300,0.009,0.753
175.333,0.009,0.753
175.367,0.009,0.753
175.400,0.009,0.753
175.433,0.009,0.753
175.467,0.009,0.753
175.500,0.007,0.759
175.533,0.007,0.759
175.567,0.007,0.759
175.600,0.007,0.759
175.633,0.007,0.759
175.667,0.007,0.759
175.700,0.012,0.770
175.733,0.018,0.768
175.767,0.018,0.768
175.800,0.018,0.768
175.833,0.018,0.768
175.867,0.018,0.768
175.900,0.018,0.768
175.933,0.028,0.793
175.967,0.041,0.803
176.000,0.055,0.806
176.033,0.055,0.806
176.067,0.055,0.806
176.100,0.066,0.807
176.133,0.074,0.811
176.167,0.074,0.811
176.200,0.074,0.811
176.233,0.074,0.811
176.267,0.074,0.811
176.300,0.086,0.831
176.333,0.086,0.831
176.367,0.101,0.851
176.400,0.101,0.851
176.433,0.108,0.861
176.467,0.109,0.869
176.500,0.109,0.869
176.533,0.101,0.873
176.567,0.101,0.873
176.600,0.103,0.867
176.633,0.103,0.867
176.667,0.109,0.875
176.700,0.118,0.890
176.733,0.118,0.890
176.767,0.127,0.888
176.800,0.127,0.888
176.833,0.141,0.893
176.867,0.139,0.894
176.900,0.139,0.888
176.933,0.141,0.880
176.967,0.141,0.880
177.000,0.141,0.880
177.033,0.141,0.880
177.067,0.141,0.880
177.100,0.141,0.880
177.133,0.141,0.880
177.167,0.141,0.880
177.200,0.141,0.880
177.233,0.137,0.868
177.267,0.127,0.867
177.300,0.112,0.868
177.333,0.112,0.868
177.367,0.112,0.868
177.400,0.093,0.866
177.433,0.085,0.860
177.467,0.085,0.860
177.500,0.073,0.844
177.533,0.073,0.844
177.600,0.073,0.844
177.633,0.072,0.810
177.667,0.072,0.810
177.700,0.072,0.810
177.733,0.072,0.810
177.767,0.072,0.810
177.800,0.072,0.810
177.833,0.072,0.810
177.867,0.072,0.810
177.900,0.059,0.793
177.933,0.059,0.793
177.967,0.059,0.793
178.000,0.059,0.793
178.033,0.059,0.793
178.067,0.059,0.793
178.100,0.059,0.793
178.133,0.051,0.782
178.167,0.051,0.782
178.200,0.056,0.760
178.233,0.052,0.740
178.267,0.052,0.740
178.300,0.052,0.740
178.333,0.052,0.740
178.400,0.052,0.740
178.433,0.052,0.740
178.500,0.052,0.740
